order_id,order_date,customer_id,category,unit_price,quantity,discount_pct,total_revenue,is_return,return_reason,payment_method,city,country
ORD-102366,2023-02-22,CUST-0830,Toys,258.88,2,0.0,517.76,0,,Bank Transfer,Los Angeles,USA
ORD-107210,2023-02-22,CUST-0201,Home,301.24,2,0.05,572.35,0,,PayPal,Sydney,Australia
ORD-105879,2023-02-22,CUST-0522,Home,598.04,5,0.15,2541.68,0,,Crypto,Vancouver,Canada
ORD-106983,2023-02-23,CUST-0932,Electronics,516.54,2,0.05,981.42,0,,Credit Card,Chicago,USA
ORD-106175,2023-02-23,CUST-1394,Electronics,563.1,2,0.1,1013.57,0,,Credit Card,Vancouver,Canada
ORD-104770,2023-02-23,CUST-0805,Home,269.92,1,0.0,269.92,0,,Debit Card,Vancouver,Canada
ORD-104722,2023-02-23,CUST-0500,Books,264.9,5,0.0,1324.52,0,,PayPal,Toronto,Canada
ORD-103435,2023-02-23,CUST-1015,Electronics,732.35,3,0.2,1757.64,1,,Credit Card,Houston,USA
ORD-106408,2023-02-24,CUST-1176,Beauty,332.86,3,0.15,848.79,0,,PayPal,Los Angeles,USA
ORD-102773,2023-02-24,CUST-0901,Home,260.44,2,0.15,442.76,0,,Debit Card,London,UK
ORD-101002,2023-02-24,CUST-0885,Fashion,365.67,3,0.05,1042.15,0,,Credit Card,London,UK
ORD-102040,2023-02-24,CUST-1564,Toys,465.82,3,0.0,1397.47,0,,Credit Card,Sydney,Australia
ORD-100791,2023-02-24,CUST-0854,Fashion,178.81,5,0.05,849.33,1,Defective,PayPal,Vancouver,Canada
ORD-107860,2023-02-24,CUST-1481,Beauty,131.33,2,0.0,262.67,0,,Credit Card,Los Angeles,USA
ORD-105864,2023-02-24,CUST-1807,Beauty,517.04,5,0.05,2455.93,0,,Credit Card,Chicago,USA
ORD-100909,2023-02-24,CUST-1210,Books,256.32,5,0.0,1281.59,0,,Bank Transfer,Vancouver,Canada
ORD-107472,2023-02-24,CUST-1493,Fashion,249.64,5,0.15,1060.99,1,,Credit Card,Los Angeles,USA
ORD-106874,2023-02-24,CUST-1975,Beauty,465.54,4,0.05,1769.03,0,,PayPal,Phoenix,USA
ORD-101407,2023-02-24,CUST-0873,Beauty,459.83,3,0.0,1379.49,0,,PayPal,Phoenix,USA
ORD-101666,2023-02-25,CUST-0320,Toys,743.22,4,0.0,2972.88,0,,Crypto,Vancouver,Canada
ORD-107464,2023-02-25,CUST-0078,Fashion,397.33,1,0.15,337.73,0,,Crypto,New York,USA
ORD-101351,2023-02-25,CUST-1509,Electronics,329.97,2,0.0,659.94,1,,PayPal,Toronto,Canada
ORD-100455,2023-02-25,CUST-1501,Fashion,376.08,5,0.15,1598.35,0,,Credit Card,Manchester,UK
ORD-103463,2023-02-25,CUST-1141,Fashion,66.37,4,0.2,212.38,0,,PayPal,New York,USA
ORD-107697,2023-02-25,CUST-1132,Beauty,271.25,5,0.05,1288.42,0,,Debit Card,Chicago,USA
ORD-104066,2023-02-25,CUST-0934,Books,591.26,3,0.0,1773.77,0,,Credit Card,Los Angeles,USA
ORD-106356,2023-02-25,CUST-1180,Toys,166.16,5,0.2,664.64,0,,Crypto,Chicago,USA
ORD-105657,2023-02-25,CUST-1172,Home,469.48,1,0.2,375.58,0,,Bank Transfer,Chicago,USA
ORD-104837,2023-02-25,CUST-0785,Electronics,758.72,1,0.2,606.98,0,,Crypto,Phoenix,USA
ORD-103156,2023-02-25,CUST-0096,Toys,663.57,4,0.15,2256.14,0,,Debit Card,Phoenix,USA
ORD-101343,2023-02-25,CUST-0204,Beauty,227.86,1,0.2,182.29,0,,Credit Card,Chicago,USA
ORD-103376,2023-02-25,CUST-0082,Home,668.58,5,0.0,3342.91,0,,Crypto,New York,USA
ORD-102017,2023-02-25,CUST-1334,Fashion,584.03,2,0.0,1168.06,0,,Credit Card,Sydney,Australia
ORD-102789,2023-02-26,CUST-1347,Toys,173.74,5,0.0,868.68,0,,Bank Transfer,London,UK
ORD-101075,2023-02-26,CUST-0102,Home,740.11,1,0.2,592.09,0,,PayPal,Houston,USA
ORD-100445,2023-02-26,CUST-1553,Toys,300.04,1,0.2,240.03,0,,Bank Transfer,Sydney,Australia
ORD-103025,2023-02-26,CUST-0769,Toys,147.28,3,0.05,419.74,0,,Crypto,Phoenix,USA
ORD-101820,2023-02-26,CUST-1858,Home,484.55,1,0.15,411.87,0,,Debit Card,London,UK
ORD-102425,2023-02-26,CUST-1867,Electronics,11.81,2,0.0,23.61,1,Changed mind,Bank Transfer,Houston,USA
ORD-103618,2023-02-26,CUST-1083,Fashion,66.13,1,0.1,59.52,0,,PayPal,Chicago,USA
ORD-104839,2023-02-27,CUST-1819,Electronics,137.21,1,0.0,137.21,0,,PayPal,Phoenix,USA
ORD-107069,2023-02-27,CUST-0534,Beauty,423.04,5,0.0,2115.22,0,,Credit Card,Vancouver,Canada
ORD-101653,2023-02-27,CUST-1999,Home,183.21,3,0.1,494.68,0,,Crypto,Toronto,Canada
ORD-101719,2023-02-27,CUST-0661,Fashion,669.89,4,0.0,2679.56,1,Not as described,PayPal,Toronto,Canada
ORD-101362,2023-02-27,CUST-0152,Home,72.02,1,0.0,72.02,0,,Credit Card,Chicago,USA
ORD-104180,2023-02-27,CUST-1020,Electronics,460.4,2,0.2,736.64,0,,Bank Transfer,Vancouver,Canada
ORD-102518,2023-02-27,CUST-0256,Electronics,396.48,5,0.2,1585.94,0,,Debit Card,Toronto,Canada
ORD-103061,2023-02-27,CUST-0222,Home,496.88,5,0.1,2235.95,0,,PayPal,Phoenix,USA
ORD-106271,2023-02-27,CUST-1874,Toys,795.02,5,0.15,3378.86,0,,Credit Card,Manchester,UK
ORD-102433,2023-02-27,CUST-1522,Fashion,100.24,4,0.0,400.94,0,,Debit Card,Toronto,Canada
ORD-102189,2023-02-27,CUST-1873,Toys,420.79,4,0.0,1683.17,1,Wrong size,Bank Transfer,Toronto,Canada
ORD-101311,2023-02-28,CUST-0326,Books,103.42,4,0.2,330.93,0,,PayPal,Los Angeles,USA
ORD-105037,2023-02-28,CUST-1296,Electronics,431.58,2,0.1,776.85,0,,Credit Card,Manchester,UK
ORD-102251,2023-02-28,CUST-0072,Fashion,753.88,2,0.2,1206.21,0,,Credit Card,Toronto,Canada
ORD-101612,2023-02-28,CUST-0984,Beauty,423.54,5,0.1,1905.94,0,,Debit Card,Manchester,UK
ORD-107885,2023-02-28,CUST-0100,Beauty,553.13,3,0.1,1493.45,0,,Debit Card,Chicago,USA
ORD-101687,2023-02-28,CUST-1696,Home,361.1,4,0.2,1155.52,0,,Bank Transfer,Phoenix,USA
ORD-100974,2023-02-28,CUST-1692,Books,645.63,4,0.0,2582.5,0,,Crypto,Manchester,UK
ORD-105547,2023-02-28,CUST-0114,Toys,390.62,1,0.2,312.5,0,,Crypto,Houston,USA
ORD-103696,2023-02-28,CUST-0594,Fashion,298.08,4,0.1,1073.08,0,,Debit Card,Manchester,UK
ORD-100990,2023-02-28,CUST-1090,Electronics,11.32,5,0.2,45.29,0,,Crypto,Los Angeles,USA
ORD-101260,2023-02-28,CUST-0059,Books,751.62,4,0.1,2705.82,0,,Crypto,Sydney,Australia
ORD-101149,2023-02-28,CUST-1910,Electronics,589.5,5,0.1,2652.73,1,Changed mind,Debit Card,New York,USA
ORD-106849,2023-02-28,CUST-1462,Toys,105.01,4,0.0,420.02,0,,Debit Card,Houston,USA
ORD-101215,2023-02-28,CUST-0770,Electronics,777.67,1,0.0,777.67,0,,Bank Transfer,Sydney,Australia
ORD-102567,2023-02-28,CUST-1211,Beauty,579.33,4,0.05,2201.45,0,,Debit Card,London,UK
ORD-105771,2023-02-28,CUST-1872,Electronics,375.2,4,0.0,1500.79,0,,Crypto,Houston,USA
ORD-101864,2023-02-28,CUST-0749,Home,738.51,4,0.1,2658.65,1,Defective,Debit Card,New York,USA
ORD-103392,2023-03-01,CUST-1226,Beauty,418.05,5,0.0,2090.25,0,,Debit Card,Sydney,Australia
ORD-104875,2023-03-01,CUST-0838,Home,549.54,3,0.0,1648.62,0,,Debit Card,New York,USA
ORD-100590,2023-03-01,CUST-1512,Toys,37.45,5,0.1,168.51,0,,Credit Card,Chicago,USA
ORD-103287,2023-03-01,CUST-1676,Toys,689.34,2,0.15,1171.88,0,,Credit Card,Los Angeles,USA
ORD-105479,2023-03-01,CUST-0147,Electronics,520.68,1,0.0,520.68,0,,PayPal,Sydney,Australia
ORD-102636,2023-03-02,CUST-0893,Electronics,137.68,5,0.2,550.74,0,,Debit Card,Toronto,Canada
ORD-100870,2023-03-02,CUST-1780,Books,300.66,3,0.1,811.79,0,,PayPal,Houston,USA
ORD-100882,2023-03-02,CUST-1023,Home,643.43,5,0.15,2734.6,0,,Debit Card,Toronto,Canada
ORD-101095,2023-03-02,CUST-0305,Books,152.44,4,0.0,609.78,0,,Credit Card,Toronto,Canada
ORD-106262,2023-03-02,CUST-1144,Home,602.82,2,0.0,1205.64,0,,Bank Transfer,Chicago,USA
ORD-101240,2023-03-02,CUST-1844,Books,518.42,2,0.2,829.48,0,,Credit Card,Houston,USA
ORD-105763,2023-03-02,CUST-0095,Books,311.55,2,0.0,623.09,0,,Crypto,London,UK
ORD-102200,2023-03-02,CUST-1067,Beauty,425.8,5,0.1,1916.1,1,Changed mind,Bank Transfer,London,UK
ORD-106894,2023-03-02,CUST-1082,Fashion,668.58,4,0.0,2674.34,0,,Credit Card,London,UK
ORD-101943,2023-03-02,CUST-0755,Books,517.91,1,0.15,440.23,0,,Bank Transfer,Toronto,Canada
ORD-100466,2023-03-02,CUST-0498,Books,469.9,2,0.0,939.8,0,,Bank Transfer,New York,USA
ORD-104076,2023-03-02,CUST-1388,Books,470.51,5,0.0,2352.57,0,,Bank Transfer,New York,USA
ORD-103830,2023-03-02,CUST-0642,Fashion,10.8,4,0.2,34.55,0,,Credit Card,London,UK
ORD-104334,2023-03-02,CUST-0691,Home,375.55,1,0.1,338.0,0,,Bank Transfer,Chicago,USA
ORD-100563,2023-03-02,CUST-1741,Books,656.52,3,0.0,1969.55,0,,Crypto,Phoenix,USA
ORD-106155,2023-03-03,CUST-1633,Fashion,456.19,3,0.15,1163.28,0,,Credit Card,Toronto,Canada
ORD-100794,2023-03-03,CUST-0323,Beauty,165.82,4,0.15,563.79,0,,Crypto,London,UK
ORD-102302,2023-03-03,CUST-1471,Electronics,288.99,4,0.0,1155.96,0,,Debit Card,Manchester,UK
ORD-100673,2023-03-03,CUST-0169,Fashion,80.35,1,0.0,80.35,0,,PayPal,Toronto,Canada
ORD-101094,2023-03-03,CUST-1820,Toys,336.63,1,0.0,336.63,0,,Crypto,Vancouver,Canada
ORD-105845,2023-03-03,CUST-0941,Electronics,293.95,5,0.1,1322.79,1,Wrong size,Debit Card,Vancouver,Canada
ORD-105025,2023-03-03,CUST-1977,Beauty,58.51,3,0.0,175.52,0,,Crypto,Vancouver,Canada
ORD-105528,2023-03-03,CUST-1827,Books,512.56,1,0.0,512.56,0,,Debit Card,Vancouver,Canada
ORD-106864,2023-03-03,CUST-1459,Electronics,380.1,3,0.1,1026.26,0,,Credit Card,Toronto,Canada
ORD-102999,2023-03-03,CUST-1549,Electronics,266.84,3,0.0,800.53,1,Wrong size,PayPal,Los Angeles,USA
ORD-102221,2023-03-03,CUST-1295,Fashion,178.58,3,0.15,455.38,0,,Debit Card,Sydney,Australia
ORD-103456,2023-03-03,CUST-1893,Beauty,431.09,4,0.0,1724.38,0,,Bank Transfer,Los Angeles,USA
ORD-105259,2023-03-04,CUST-1251,Toys,744.91,5,0.0,3724.56,0,,Crypto,Los Angeles,USA
ORD-100566,2023-03-04,CUST-0619,Toys,737.45,3,0.1,1991.12,0,,Debit Card,New York,USA
ORD-107934,2023-03-04,CUST-0084,Fashion,74.06,5,0.15,314.76,0,,Debit Card,Manchester,UK
ORD-107398,2023-03-04,CUST-1745,Toys,203.49,3,0.0,610.46,0,,Debit Card,Manchester,UK
ORD-102399,2023-03-04,CUST-1074,Beauty,709.49,2,0.05,1348.02,0,,Debit Card,Los Angeles,USA
ORD-106629,2023-03-04,CUST-0105,Home,663.36,1,0.1,597.03,0,,Crypto,Chicago,USA
ORD-100591,2023-03-04,CUST-0505,Fashion,82.88,3,0.0,248.65,0,,Crypto,Chicago,USA
ORD-107006,2023-03-04,CUST-1814,Electronics,794.23,3,0.0,2382.7,1,Defective,Bank Transfer,Toronto,Canada
ORD-102111,2023-03-04,CUST-0704,Toys,597.69,5,0.05,2839.01,0,,Credit Card,Vancouver,Canada
ORD-107349,2023-03-04,CUST-1938,Fashion,496.89,1,0.0,496.89,0,,Debit Card,Sydney,Australia
ORD-102075,2023-03-04,CUST-1386,Beauty,656.94,1,0.15,558.4,0,,Crypto,Vancouver,Canada
ORD-104015,2023-03-05,CUST-1330,Books,44.53,4,0.1,160.31,0,,Crypto,Vancouver,Canada
ORD-104993,2023-03-05,CUST-1604,Electronics,779.13,1,0.0,779.13,0,,PayPal,Houston,USA
ORD-103851,2023-03-05,CUST-1786,Home,257.0,3,0.0,771.0,0,,Debit Card,Phoenix,USA
ORD-104803,2023-03-05,CUST-0299,Toys,56.34,2,0.2,90.14,0,,Bank Transfer,New York,USA
ORD-103081,2023-03-05,CUST-1676,Books,401.16,3,0.2,962.79,0,,Debit Card,Chicago,USA
ORD-103819,2023-03-05,CUST-0651,Fashion,713.4,1,0.2,570.72,0,,Bank Transfer,Houston,USA
ORD-101849,2023-03-05,CUST-1990,Fashion,536.35,3,0.15,1367.69,0,,Bank Transfer,London,UK
ORD-100751,2023-03-05,CUST-0925,Fashion,484.69,2,0.0,969.37,1,Not as described,Crypto,London,UK
ORD-100273,2023-03-05,CUST-1810,Toys,712.84,3,0.0,2138.53,1,,Debit Card,Manchester,UK
ORD-100173,2023-03-05,CUST-1032,Home,701.75,2,0.2,1122.81,0,,Credit Card,Sydney,Australia
ORD-100176,2023-03-05,CUST-1784,Toys,667.79,2,0.05,1268.79,0,,Debit Card,Sydney,Australia
ORD-107322,2023-03-05,CUST-1956,Electronics,542.59,5,0.05,2577.32,0,,Credit Card,Toronto,Canada
ORD-106305,2023-03-05,CUST-1865,Fashion,705.37,4,0.0,2821.47,0,,Crypto,Vancouver,Canada
ORD-100396,2023-03-05,CUST-0228,Home,607.43,4,0.1,2186.76,0,,PayPal,Manchester,UK
ORD-103677,2023-03-05,CUST-0575,Fashion,501.39,3,0.0,1504.17,0,,Credit Card,Los Angeles,USA
ORD-101374,2023-03-05,CUST-0154,Electronics,602.44,2,0.1,1084.38,0,,Debit Card,Toronto,Canada
ORD-102543,2023-03-05,CUST-1662,Fashion,219.76,1,0.1,197.78,0,,Crypto,Toronto,Canada
ORD-105581,2023-03-05,CUST-0836,Toys,785.26,1,0.15,667.47,0,,Debit Card,Toronto,Canada
ORD-106240,2023-03-05,CUST-1698,Fashion,310.24,1,0.0,310.24,0,,PayPal,Los Angeles,USA
ORD-106194,2023-03-06,CUST-1891,Toys,563.34,2,0.0,1126.69,0,,Crypto,Los Angeles,USA
ORD-104899,2023-03-06,CUST-0277,Electronics,355.71,5,0.05,1689.63,0,,Crypto,Manchester,UK
ORD-102712,2023-03-06,CUST-0568,Books,59.15,3,0.0,177.46,0,,Debit Card,Vancouver,Canada
ORD-106118,2023-03-06,CUST-0333,Beauty,518.33,4,0.05,1969.64,0,,Crypto,Sydney,Australia
ORD-106746,2023-03-06,CUST-1411,Books,164.2,3,0.15,418.72,0,,Crypto,Manchester,UK
ORD-101271,2023-03-06,CUST-0354,Electronics,599.25,4,0.1,2157.29,0,,PayPal,New York,USA
ORD-102894,2023-03-06,CUST-1361,Home,144.09,4,0.15,489.89,1,,Crypto,Manchester,UK
ORD-103270,2023-03-07,CUST-1045,Books,574.16,4,0.0,2296.63,0,,Crypto,Los Angeles,USA
ORD-105669,2023-03-07,CUST-1990,Home,647.18,2,0.15,1100.21,1,Changed mind,Crypto,Chicago,USA
ORD-107963,2023-03-07,CUST-0162,Books,788.44,2,0.0,1576.88,0,,PayPal,Los Angeles,USA
ORD-105853,2023-03-07,CUST-1129,Beauty,758.73,4,0.05,2883.16,0,,Credit Card,New York,USA
ORD-105287,2023-03-07,CUST-1246,Fashion,370.81,1,0.0,370.81,0,,Bank Transfer,Houston,USA
ORD-106600,2023-03-07,CUST-2000,Fashion,722.78,4,0.05,2746.58,0,,Debit Card,Los Angeles,USA
ORD-100302,2023-03-07,CUST-0262,Toys,651.57,1,0.2,521.25,0,,Credit Card,Phoenix,USA
ORD-101457,2023-03-07,CUST-0508,Electronics,736.24,5,0.0,3681.21,0,,Credit Card,Phoenix,USA
ORD-106369,2023-03-08,CUST-0931,Electronics,732.27,1,0.1,659.05,0,,Debit Card,New York,USA
ORD-100503,2023-03-08,CUST-0114,Home,644.49,1,0.0,644.49,0,,Credit Card,Chicago,USA
ORD-105775,2023-03-08,CUST-0436,Electronics,367.48,4,0.1,1322.93,0,,Debit Card,Chicago,USA
ORD-104462,2023-03-08,CUST-0861,Electronics,83.41,3,0.0,250.22,0,,Crypto,Sydney,Australia
ORD-104910,2023-03-08,CUST-0243,Toys,65.75,5,0.0,328.77,0,,Debit Card,Manchester,UK
ORD-101419,2023-03-08,CUST-0658,Toys,271.26,2,0.0,542.52,0,,Bank Transfer,Houston,USA
ORD-105984,2023-03-08,CUST-1057,Books,184.12,4,0.05,699.66,0,,Credit Card,Toronto,Canada
ORD-104305,2023-03-08,CUST-1891,Fashion,323.75,1,0.0,323.75,0,,PayPal,London,UK
ORD-107056,2023-03-08,CUST-0452,Fashion,526.93,1,0.0,526.93,0,,Debit Card,Toronto,Canada
ORD-107107,2023-03-08,CUST-1364,Books,71.87,1,0.2,57.5,0,,PayPal,Vancouver,Canada
ORD-100683,2023-03-08,CUST-0525,Toys,309.74,3,0.1,836.3,0,,Bank Transfer,Houston,USA
ORD-102056,2023-03-09,CUST-1463,Electronics,466.53,5,0.15,1982.76,1,Defective,Credit Card,Manchester,UK
ORD-107844,2023-03-09,CUST-0605,Beauty,29.76,1,0.0,29.76,0,,Crypto,London,UK
ORD-101643,2023-03-09,CUST-0931,Home,512.84,5,0.15,2179.56,0,,Bank Transfer,Phoenix,USA
ORD-103487,2023-03-09,CUST-0685,Fashion,455.95,1,0.05,433.15,0,,Credit Card,Toronto,Canada
ORD-106575,2023-03-09,CUST-1880,Toys,88.84,5,0.0,444.18,1,,Credit Card,Phoenix,USA
ORD-100238,2023-03-09,CUST-0184,Books,511.07,4,0.05,1942.06,0,,Bank Transfer,Los Angeles,USA
ORD-101765,2023-03-09,CUST-1852,Fashion,548.43,4,0.0,2193.71,0,,Debit Card,Sydney,Australia
ORD-107981,2023-03-09,CUST-0955,Toys,478.03,1,0.0,478.03,0,,PayPal,London,UK
ORD-104790,2023-03-09,CUST-0438,Beauty,748.71,4,0.2,2395.87,0,,Crypto,London,UK
ORD-103828,2023-03-09,CUST-0816,Toys,498.12,3,0.0,1494.36,1,Not as described,Bank Transfer,Los Angeles,USA
ORD-106431,2023-03-09,CUST-1599,Beauty,704.52,5,0.15,2994.2,0,,Bank Transfer,London,UK
ORD-101111,2023-03-09,CUST-1728,Home,277.98,2,0.0,555.96,0,,Credit Card,Los Angeles,USA
ORD-103645,2023-03-09,CUST-1631,Toys,44.6,3,0.0,133.79,0,,Debit Card,Sydney,Australia
ORD-104347,2023-03-09,CUST-1471,Books,65.32,4,0.0,261.28,0,,Debit Card,Toronto,Canada
ORD-103173,2023-03-09,CUST-1794,Books,701.28,4,0.1,2524.61,0,,Debit Card,Manchester,UK
ORD-107195,2023-03-10,CUST-1020,Electronics,659.84,5,0.2,2639.36,0,,Bank Transfer,Chicago,USA
ORD-105941,2023-03-10,CUST-0541,Toys,303.92,2,0.05,577.45,1,Wrong size,PayPal,Sydney,Australia
ORD-104267,2023-03-10,CUST-1283,Books,339.06,3,0.0,1017.17,0,,Bank Transfer,Los Angeles,USA
ORD-103577,2023-03-10,CUST-0612,Electronics,662.11,5,0.15,2813.96,0,,Debit Card,London,UK
ORD-102652,2023-03-10,CUST-1516,Toys,540.29,1,0.1,486.26,0,,PayPal,Los Angeles,USA
ORD-104308,2023-03-10,CUST-1325,Books,573.15,5,0.1,2579.15,0,,Crypto,Sydney,Australia
ORD-100212,2023-03-10,CUST-0856,Fashion,756.6,4,0.0,3026.42,1,Not as described,PayPal,Phoenix,USA
ORD-100617,2023-03-10,CUST-0680,Books,314.6,5,0.0,1572.99,0,,Debit Card,Manchester,UK
ORD-101872,2023-03-10,CUST-0081,Toys,408.51,3,0.2,980.41,0,,Bank Transfer,Toronto,Canada
ORD-106445,2023-03-10,CUST-1765,Beauty,520.3,2,0.0,1040.59,0,,Credit Card,Sydney,Australia
ORD-104841,2023-03-10,CUST-1198,Books,737.55,1,0.1,663.79,0,,Credit Card,Los Angeles,USA
ORD-103207,2023-03-10,CUST-0374,Fashion,235.21,4,0.0,940.83,0,,Crypto,Vancouver,Canada
ORD-104679,2023-03-10,CUST-1273,Books,725.18,2,0.05,1377.84,0,,PayPal,Phoenix,USA
ORD-104579,2023-03-10,CUST-0895,Beauty,645.32,1,0.2,516.25,0,,Crypto,New York,USA
ORD-101197,2023-03-10,CUST-0312,Fashion,642.1,4,0.15,2183.13,0,,Debit Card,Manchester,UK
ORD-106517,2023-03-10,CUST-0347,Beauty,480.84,1,0.15,408.72,0,,Credit Card,Vancouver,Canada
ORD-103575,2023-03-11,CUST-0792,Electronics,222.92,1,0.0,222.92,0,,Bank Transfer,Sydney,Australia
ORD-104629,2023-03-11,CUST-0553,Home,673.63,5,0.0,3368.15,0,,Bank Transfer,Phoenix,USA
ORD-105460,2023-03-11,CUST-0301,Home,231.85,1,0.0,231.85,0,,Credit Card,Phoenix,USA
ORD-101347,2023-03-11,CUST-1811,Electronics,607.33,5,0.05,2884.84,0,,Bank Transfer,Toronto,Canada
ORD-104084,2023-03-11,CUST-0513,Fashion,420.77,5,0.15,1788.26,0,,Bank Transfer,Los Angeles,USA
ORD-107337,2023-03-11,CUST-0674,Home,214.74,5,0.1,966.34,0,,Credit Card,Los Angeles,USA
ORD-101968,2023-03-11,CUST-0839,Beauty,297.44,2,0.05,565.13,0,,Debit Card,Phoenix,USA
ORD-107359,2023-03-12,CUST-1118,Fashion,381.26,3,0.0,1143.79,0,,Bank Transfer,Vancouver,Canada
ORD-102113,2023-03-12,CUST-1001,Electronics,405.05,3,0.1,1093.63,0,,Bank Transfer,Los Angeles,USA
ORD-105043,2023-03-12,CUST-1493,Fashion,583.66,4,0.0,2334.63,0,,Credit Card,London,UK
ORD-101645,2023-03-12,CUST-0228,Toys,535.15,1,0.1,481.64,0,,PayPal,Toronto,Canada
ORD-106729,2023-03-12,CUST-1258,Home,780.42,5,0.05,3707.01,0,,Crypto,Sydney,Australia
ORD-102884,2023-03-12,CUST-1301,Beauty,178.21,4,0.0,712.84,0,,Crypto,Phoenix,USA
ORD-103891,2023-03-12,CUST-1608,Books,558.64,5,0.1,2513.86,0,,Debit Card,Vancouver,Canada
ORD-105438,2023-03-12,CUST-0563,Books,731.95,2,0.2,1171.11,0,,Credit Card,London,UK
ORD-106241,2023-03-12,CUST-0895,Electronics,35.5,1,0.15,30.18,1,Wrong size,Credit Card,Sydney,Australia
ORD-106362,2023-03-12,CUST-1031,Fashion,302.91,1,0.2,242.33,0,,Bank Transfer,Sydney,Australia
ORD-101224,2023-03-12,CUST-0924,Fashion,365.2,4,0.0,1460.82,0,,Debit Card,Toronto,Canada
ORD-105576,2023-03-12,CUST-1083,Fashion,363.86,2,0.0,727.71,0,,Bank Transfer,New York,USA
ORD-107736,2023-03-12,CUST-1746,Beauty,611.59,2,0.0,1223.18,0,,Debit Card,New York,USA
ORD-106384,2023-03-12,CUST-0374,Electronics,612.52,3,0.1,1653.81,0,,Bank Transfer,Los Angeles,USA
ORD-103033,2023-03-13,CUST-0481,Electronics,249.07,1,0.15,211.71,0,,PayPal,Houston,USA
ORD-102329,2023-03-13,CUST-0602,Books,31.19,2,0.0,62.37,0,,Bank Transfer,Phoenix,USA
ORD-101222,2023-03-13,CUST-0623,Home,312.72,1,0.05,297.09,0,,Credit Card,Sydney,Australia
ORD-101278,2023-03-13,CUST-1590,Beauty,750.58,1,0.0,750.58,0,,Crypto,Houston,USA
ORD-102025,2023-03-13,CUST-1699,Books,448.24,2,0.1,806.83,0,,Crypto,Phoenix,USA
ORD-107442,2023-03-13,CUST-1596,Toys,519.5,1,0.0,519.5,0,,Debit Card,New York,USA
ORD-100410,2023-03-13,CUST-1470,Home,325.94,5,0.0,5434.56,0,,Bank Transfer,New York,USA
ORD-106230,2023-03-13,CUST-1221,Books,370.88,4,0.05,1409.34,0,,Crypto,Manchester,UK
ORD-106093,2023-03-14,CUST-1443,Home,739.93,3,0.05,2108.81,0,,Debit Card,Sydney,Australia
ORD-102137,2023-03-14,CUST-0011,Fashion,526.33,1,0.15,447.38,0,,Credit Card,Vancouver,Canada
ORD-106882,2023-03-14,CUST-1455,Beauty,422.89,2,0.05,803.49,0,,Debit Card,Vancouver,Canada
ORD-101455,2023-03-14,CUST-0216,Beauty,752.46,5,0.1,3386.06,0,,PayPal,New York,USA
ORD-107599,2023-03-14,CUST-1712,Home,311.3,3,0.05,887.21,0,,Crypto,Los Angeles,USA
ORD-105506,2023-03-14,CUST-0846,Electronics,585.09,3,0.15,1491.99,0,,Debit Card,London,UK
ORD-103274,2023-03-14,CUST-1689,Beauty,652.66,4,0.2,2088.52,0,,Bank Transfer,Phoenix,USA
ORD-107163,2023-03-15,CUST-0106,Toys,348.41,1,0.1,313.57,0,,Bank Transfer,New York,USA
ORD-104480,2023-03-15,CUST-1411,Books,110.37,5,0.0,551.84,0,,Bank Transfer,Phoenix,USA
ORD-105700,2023-03-15,CUST-0229,Beauty,607.12,2,0.2,971.39,0,,Crypto,Sydney,Australia
ORD-104678,2023-03-15,CUST-0159,Books,799.36,5,0.1,3597.14,0,,Bank Transfer,Houston,USA
ORD-100641,2023-03-15,CUST-0996,Toys,496.34,1,0.05,471.52,0,,Credit Card,London,UK
ORD-101617,2023-03-15,CUST-0225,Books,773.82,2,0.0,1547.65,0,,Bank Transfer,London,UK
ORD-106458,2023-03-15,CUST-0563,Home,743.44,4,0.0,2973.75,0,,PayPal,Chicago,USA
ORD-105292,2023-03-15,CUST-0253,Fashion,713.37,2,0.0,1426.75,1,Wrong size,Crypto,Sydney,Australia
ORD-105044,2023-03-15,CUST-1979,Beauty,128.35,2,0.0,256.7,0,,Bank Transfer,Houston,USA
ORD-106625,2023-03-15,CUST-1533,Fashion,485.11,1,0.1,436.6,0,,Bank Transfer,Chicago,USA
ORD-101606,2023-03-15,CUST-1228,Home,410.98,1,0.0,410.98,0,,Credit Card,New York,USA
ORD-102039,2023-03-16,CUST-0369,Fashion,86.79,4,0.05,329.79,0,,Debit Card,Houston,USA
ORD-102875,2023-03-16,CUST-1082,Electronics,137.81,5,0.05,654.61,0,,Credit Card,Houston,USA
ORD-103162,2023-03-16,CUST-1548,Toys,616.5,4,0.0,2466.02,0,,Crypto,Manchester,UK
ORD-103431,2023-03-16,CUST-1963,Beauty,629.11,5,0.0,3145.56,0,,Credit Card,Toronto,Canada
ORD-106006,2023-03-16,CUST-0212,Home,539.24,4,0.05,2049.13,0,,Debit Card,Phoenix,USA
ORD-101975,2023-03-16,CUST-0269,Toys,315.33,5,0.1,1418.97,0,,Bank Transfer,Vancouver,Canada
ORD-102298,2023-03-16,CUST-1445,Electronics,639.38,2,0.0,1278.76,0,,Crypto,Chicago,USA
ORD-100089,2023-03-16,CUST-0806,Electronics,705.19,3,0.0,2115.56,0,,PayPal,New York,USA
ORD-106619,2023-03-16,CUST-1674,Home,558.79,5,0.1,2514.58,0,,Bank Transfer,Sydney,Australia
