date,year,month,quarter,region,category,product_name,salesperson_id,channel,quantity,unit_price,revenue,profit_margin,profit
2022-07-18,2022,7,Q3,South,Clothing,Denim Jeans,SP_013,Retail Store,8,75.29,602.36,0.337,203.0
2022-07-18,2022,7,Q3,North,Home & Garden,Air Purifier,SP_004,Online,3,108.5,325.51,0.48,156.24
2022-07-18,2022,7,Q3,North,Food & Beverage,Energy Bars,SP_004,Retail Store,18,32.15,578.62,0.514,297.41
2022-07-18,2022,7,Q3,West,Sports,Bike Helmet,SP_006,Partner,13,49.37,641.8,0.426,273.41
2022-07-18,2022,7,Q3,South,Food & Beverage,Protein Powder,SP_021,Partner,23,38.92,895.08,0.471,421.58
2022-07-19,2022,7,Q3,North,Food & Beverage,Energy Bars,SP_010,Partner,13,28.08,365.01,0.236,86.14
2022-07-19,2022,7,Q3,West,Food & Beverage,Energy Bars,SP_011,Online,7,38.85,271.97,0.342,93.01
2022-07-19,2022,7,Q3,Central,Home & Garden,Coffee Maker,SP_027,Partner,20,154.11,3082.28,0.198,610.29
2022-07-19,2022,7,Q3,East,Sports,Bike Helmet,SP_016,Online,8,69.54,556.28,0.321,178.57
2022-07-19,2022,7,Q3,South,Electronics,Smart Watch,SP_025,Direct Sales,23,493.53,11351.14,0.285,3235.07
2022-07-20,2022,7,Q3,South,Clothing,T-Shirt Pack,SP_026,Direct Sales,8,68.39,547.12,0.448,245.11
2022-07-20,2022,7,Q3,East,Food & Beverage,Protein Powder,SP_007,Direct Sales,1,29.74,29.74,0.454,13.5
2022-07-20,2022,7,Q3,North,Home & Garden,Robot Vacuum,SP_028,Retail Store,6,148.6,891.61,0.421,375.37
2022-07-20,2022,7,Q3,Central,Sports,Bike Helmet,SP_025,Retail Store,11,56.19,618.13,0.372,229.94
2022-07-20,2022,7,Q3,Central,Sports,Swim Goggles,SP_007,Direct Sales,6,57.62,345.7,0.425,146.92
2022-07-21,2022,7,Q3,East,Home & Garden,Garden Kit,SP_008,Direct Sales,16,130.34,2085.52,0.208,433.79
2022-07-21,2022,7,Q3,South,Electronics,Tablet,SP_020,Partner,1,555.27,555.27,0.231,128.27
2022-07-21,2022,7,Q3,North,Food & Beverage,Protein Powder,SP_012,Partner,17,31.32,532.45,0.507,269.95
2022-07-21,2022,7,Q3,West,Sports,Yoga Mat,SP_021,Direct Sales,12,57.32,687.82,0.473,325.34
2022-07-21,2022,7,Q3,North,Food & Beverage,Protein Powder,SP_003,Online,13,34.39,447.07,0.173,77.34
2022-07-22,2022,7,Q3,East,Clothing,Denim Jeans,SP_027,Direct Sales,5,59.84,299.18,0.396,118.48
2022-07-22,2022,7,Q3,West,Electronics,Laptop Pro,SP_010,Partner,6,569.58,3417.46,0.481,1643.8
2022-07-22,2022,7,Q3,East,Electronics,Laptop Pro,SP_027,Direct Sales,6,500.74,3004.43,0.366,1099.62
2022-07-23,2022,7,Q3,South,Food & Beverage,Energy Bars,SP_023,Partner,12,25.05,300.57,0.435,130.75
2022-07-23,2022,7,Q3,West,Sports,Dumbbell Set,SP_029,Online,16,70.11,1121.72,0.162,181.72
2022-07-23,2022,7,Q3,South,Home & Garden,Air Purifier,SP_012,Partner,3,132.6,397.81,0.372,147.99
2022-07-23,2022,7,Q3,Central,Home & Garden,Garden Kit,SP_026,Direct Sales,20,140.69,2813.71,0.153,430.5
2022-07-24,2022,7,Q3,North,Clothing,Running Shoes,SP_029,Online,7,81.31,569.19,0.483,274.92
2022-07-25,2022,7,Q3,West,Home & Garden,Robot Vacuum,SP_019,Partner,12,129.27,1551.24,0.417,646.87
2022-07-25,2022,7,Q3,South,Electronics,Laptop Pro,SP_016,Retail Store,1,450.74,450.74,0.194,87.44
2022-07-25,2022,7,Q3,Central,Sports,Dumbbell Set,SP_026,Online,15,59.28,889.19,0.225,200.07
2022-07-25,2022,7,Q3,Central,Clothing,T-Shirt Pack,SP_015,Retail Store,5,75.8,379.0,0.242,91.72
2022-07-25,2022,7,Q3,East,Clothing,T-Shirt Pack,SP_014,Partner,12,55.62,667.47,0.464,309.71
2022-07-26,2022,7,Q3,North,Electronics,Smart Watch,SP_006,Direct Sales,10,542.02,5420.18,0.54,2926.9
2022-07-26,2022,7,Q3,West,Sports,Dumbbell Set,SP_021,Online,2,68.42,136.84,0.456,62.4
2022-07-26,2022,7,Q3,East,Sports,Dumbbell Set,SP_022,Online,1,55.54,55.54,0.491,27.27
2022-07-26,2022,7,Q3,East,Food & Beverage,Coffee Blend,SP_008,Retail Store,15,30.49,457.28,0.255,116.61
2022-07-27,2022,7,Q3,North,Sports,Bike Helmet,SP_006,Online,5,56.53,282.64,0.522,147.54
2022-07-27,2022,7,Q3,South,Electronics,Smart Watch,SP_003,Online,8,482.78,3862.24,0.453,1749.59
2022-07-27,2022,7,Q3,West,Sports,Dumbbell Set,SP_006,Direct Sales,6,68.26,409.55,0.394,161.36
2022-07-27,2022,7,Q3,West,Food & Beverage,Protein Powder,SP_008,Partner,18,29.5,530.93,0.499,264.93
2022-07-27,2022,7,Q3,South,Electronics,Wireless Earbuds,SP_011,Online,21,518.35,10885.31,0.292,3178.51
2022-07-27,2022,7,Q3,North,Electronics,Smart Watch,SP_007,Online,20,556.62,11132.5,0.394,4386.2
2022-07-27,2022,7,Q3,East,Electronics,Laptop Pro,SP_015,Partner,22,372.42,8193.18,0.195,1597.67
2022-07-28,2022,7,Q3,North,Home & Garden,Garden Kit,SP_001,Online,23,102.55,2358.69,0.333,785.44
2022-07-28,2022,7,Q3,North,Clothing,T-Shirt Pack,SP_029,Retail Store,23,74.17,1705.89,0.368,627.77
2022-07-28,2022,7,Q3,South,Sports,Swim Goggles,SP_028,Partner,11,53.12,584.31,0.51,298.0
2022-07-28,2022,7,Q3,East,Home & Garden,Garden Kit,SP_023,Online,17,117.4,1995.83,0.33,658.62
2022-07-28,2022,7,Q3,Central,Electronics,Wireless Earbuds,SP_022,Retail Store,12,518.09,6217.05,0.454,2822.54
2022-07-29,2022,7,Q3,Central,Electronics,Laptop Pro,SP_029,Retail Store,2,450.82,901.65,0.169,152.38
2022-07-29,2022,7,Q3,Central,Electronics,Laptop Pro,SP_010,Direct Sales,5,380.5,1902.52,0.5,951.26
2022-07-29,2022,7,Q3,South,Clothing,Running Shoes,SP_030,Partner,20,81.66,1633.11,0.319,520.96
2022-07-29,2022,7,Q3,North,Home & Garden,Air Purifier,SP_020,Partner,20,152.72,3054.36,0.428,1307.27
2022-07-30,2022,7,Q3,West,Home & Garden,Air Purifier,SP_010,Online,13,150.94,1962.2,0.341,669.11
2022-07-30,2022,7,Q3,North,Sports,Yoga Mat,SP_004,Online,3,66.5,199.49,0.474,94.56
2022-07-31,2022,7,Q3,East,Clothing,Running Shoes,SP_003,Online,10,83.42,834.19,0.348,290.3
2022-07-31,2022,7,Q3,South,Clothing,Denim Jeans,SP_029,Online,17,84.23,1431.86,0.529,757.45
2022-07-31,2022,7,Q3,Central,Sports,Bike Helmet,SP_011,Retail Store,18,62.22,1119.95,0.534,598.05
2022-07-31,2022,7,Q3,South,Electronics,Laptop Pro,SP_019,Online,11,492.79,5420.73,0.384,2081.56
2022-08-01,2022,8,Q3,North,Clothing,Running Shoes,SP_026,Direct Sales,20,82.04,1640.82,0.218,357.7
2022-08-01,2022,8,Q3,Central,Food & Beverage,Energy Bars,SP_002,Online,19,26.36,500.89,0.54,270.48
2022-08-01,2022,8,Q3,South,Food & Beverage,Organic Tea,SP_004,Direct Sales,19,38.86,738.38,0.446,329.32
2022-08-02,2022,8,Q3,North,Home & Garden,Air Purifier,SP_014,Online,18,125.58,2260.4,0.441,996.84
2022-08-02,2022,8,Q3,East,Electronics,Laptop Pro,SP_027,Partner,21,486.12,10208.54,0.182,1857.95
2022-08-02,2022,8,Q3,West,Clothing,Running Shoes,SP_013,Online,5,61.67,308.35,0.407,125.5
2022-08-02,2022,8,Q3,North,Sports,Swim Goggles,SP_025,Direct Sales,17,68.35,1161.98,0.392,455.5
2022-08-02,2022,8,Q3,Central,Food & Beverage,Organic Tea,SP_030,Online,6,31.66,189.98,0.42,79.79
2022-08-02,2022,8,Q3,South,Home & Garden,Coffee Maker,SP_008,Retail Store,3,127.1,381.29,0.19,72.45
2022-08-03,2022,8,Q3,East,Clothing,Running Shoes,SP_016,Online,4,82.49,329.95,0.417,137.59
2022-08-03,2022,8,Q3,Central,Sports,Swim Goggles,SP_023,Online,21,56.37,1183.83,0.346,409.61
2022-08-03,2022,8,Q3,North,Home & Garden,Robot Vacuum,SP_026,Partner,16,117.77,1884.25,0.159,299.6
2022-08-04,2022,8,Q3,West,Clothing,Denim Jeans,SP_029,Partner,11,78.08,858.9,0.53,455.22
2022-08-04,2022,8,Q3,East,Electronics,Wireless Earbuds,SP_005,Direct Sales,18,477.99,8603.86,0.432,3716.87
2022-08-04,2022,8,Q3,South,Clothing,Winter Jacket,SP_012,Direct Sales,17,73.84,1255.29,0.54,677.86
2022-08-04,2022,8,Q3,South,Clothing,T-Shirt Pack,SP_010,Online,4,74.25,296.99,0.286,84.94
2022-08-05,2022,8,Q3,North,Clothing,Winter Jacket,SP_003,Online,11,71.17,782.89,0.311,243.48
2022-08-05,2022,8,Q3,South,Electronics,Smart Watch,SP_005,Online,10,377.19,3771.95,0.375,1414.48
2022-08-05,2022,8,Q3,West,Clothing,Running Shoes,SP_012,Retail Store,16,63.8,1020.8,0.151,154.14
2022-08-05,2022,8,Q3,North,Electronics,Wireless Earbuds,SP_018,Online,4,503.03,2012.12,0.188,378.28
2022-08-05,2022,8,Q3,West,Electronics,Laptop Pro,SP_025,Online,12,394.98,4739.78,0.473,2241.92
2022-08-06,2022,8,Q3,North,Clothing,Winter Jacket,SP_006,Direct Sales,4,61.94,247.75,0.345,85.47
2022-08-06,2022,8,Q3,East,Food & Beverage,Coffee Blend,SP_001,Direct Sales,2,29.73,59.45,0.409,24.32
2022-08-06,2022,8,Q3,North,Sports,Yoga Mat,SP_022,Direct Sales,6,47.04,282.27,0.532,150.17
2022-08-06,2022,8,Q3,East,Electronics,Laptop Pro,SP_018,Partner,4,410.72,1642.9,0.505,829.66
2022-08-06,2022,8,Q3,Central,Electronics,Smart Watch,SP_002,Partner,19,426.99,8112.87,0.401,3253.26
2022-08-07,2022,8,Q3,North,Home & Garden,Robot Vacuum,SP_007,Partner,10,136.8,1368.02,0.42,574.57
2022-08-07,2022,8,Q3,West,Sports,Yoga Mat,SP_025,Partner,3,68.63,205.88,0.214,44.06
2022-08-07,2022,8,Q3,East,Sports,Yoga Mat,SP_007,Partner,16,44.72,715.5,0.254,181.74
2022-08-07,2022,8,Q3,South,Clothing,T-Shirt Pack,SP_025,Partner,13,77.83,1011.81,0.543,549.41
2022-08-07,2022,8,Q3,South,Home & Garden,Robot Vacuum,SP_021,Partner,4,140.78,563.11,0.23,129.52
2022-08-07,2022,8,Q3,North,Sports,Bike Helmet,SP_026,Partner,6,60.73,364.39,0.283,103.12
2022-08-07,2022,8,Q3,South,Food & Beverage,Protein Powder,SP_018,Direct Sales,13,26.64,346.3,0.373,129.17
2022-08-07,2022,8,Q3,East,Electronics,Smart Watch,SP_016,Direct Sales,1,477.51,477.51,0.173,82.61
2022-08-07,2022,8,Q3,Central,Food & Beverage,Protein Powder,SP_011,Online,10,35.0,350.02,0.501,175.36
2022-08-08,2022,8,Q3,East,Food & Beverage,Organic Tea,SP_017,Online,20,28.57,571.35,0.387,221.11
2022-08-08,2022,8,Q3,East,Home & Garden,Coffee Maker,SP_006,Retail Store,18,150.46,2708.21,0.471,1275.57
2022-08-08,2022,8,Q3,North,Home & Garden,Coffee Maker,SP_010,Retail Store,18,137.9,2482.27,0.159,394.68
2022-08-08,2022,8,Q3,East,Electronics,Laptop Pro,SP_016,Direct Sales,16,559.98,8959.64,0.35,3135.87
2022-08-08,2022,8,Q3,North,Electronics,Wireless Earbuds,SP_021,Online,1,536.1,22743.0,0.381,204.25
2022-08-08,2022,8,Q3,East,Sports,Bike Helmet,SP_006,Retail Store,21,61.37,1288.69,0.303,390.47
2022-08-09,2022,8,Q3,South,Food & Beverage,Energy Bars,SP_006,Retail Store,14,26.28,367.99,0.407,149.77
2022-08-09,2022,8,Q3,East,Clothing,Running Shoes,SP_020,Partner,20,59.39,1187.86,0.355,421.69
2022-08-09,2022,8,Q3,South,Clothing,T-Shirt Pack,SP_020,Retail Store,21,65.62,1377.92,0.448,617.31
2022-08-09,2022,8,Q3,West,Electronics,Laptop Pro,SP_027,Retail Store,11,399.99,4399.9,0.295,1297.97
2022-08-10,2022,8,Q3,West,Electronics,Smart Watch,SP_030,Retail Store,14,379.65,5315.12,0.326,1732.73
2022-08-10,2022,8,Q3,South,Home & Garden,Garden Kit,SP_020,Partner,21,146.34,3073.06,0.262,805.14
2022-08-10,2022,8,Q3,Central,Clothing,T-Shirt Pack,SP_022,Retail Store,2,54.49,108.97,0.394,42.93
2022-08-10,2022,8,Q3,North,Sports,Swim Goggles,SP_004,Retail Store,3,62.29,186.88,0.339,63.35
2022-08-10,2022,8,Q3,South,Sports,Swim Goggles,SP_012,Direct Sales,2,58.0,116.0,0.445,51.62
2022-08-10,2022,8,Q3,East,Home & Garden,Air Purifier,SP_028,Online,9,146.49,1318.42,0.484,638.12
2022-08-10,2022,8,Q3,West,Food & Beverage,Coffee Blend,SP_005,Online,17,32.27,548.51,0.547,300.03
2022-08-11,2022,8,Q3,West,Sports,Yoga Mat,SP_019,Retail Store,12,62.41,748.93,0.463,346.75
2022-08-11,2022,8,Q3,North,Home & Garden,Robot Vacuum,SP_029,Partner,8,115.76,926.12,0.294,272.28
2022-08-11,2022,8,Q3,North,Sports,Swim Goggles,SP_018,Partner,10,55.43,554.31,0.175,97.0
2022-08-11,2022,8,Q3,North,Food & Beverage,Coffee Blend,SP_022,Retail Store,13,28.5,370.55,0.298,110.42
2022-08-11,2022,8,Q3,South,Home & Garden,Coffee Maker,SP_012,Online,20,107.58,2151.64,0.191,410.96
2022-08-11,2022,8,Q3,West,Home & Garden,Robot Vacuum,SP_028,Partner,6,98.71,592.24,0.485,287.24
2022-08-12,2022,8,Q3,North,Food & Beverage,Coffee Blend,SP_003,Retail Store,16,27.93,446.92,0.513,229.27
2022-08-12,2022,8,Q3,East,Home & Garden,Coffee Maker,SP_014,Retail Store,20,104.95,2099.07,0.549,1152.39
2022-08-12,2022,8,Q3,South,Home & Garden,Air Purifier,SP_013,Retail Store,6,131.91,791.45,0.32,253.26
2022-08-12,2022,8,Q3,North,Clothing,Denim Jeans,SP_021,Partner,11,78.56,864.18,0.499,431.23
2022-08-13,2022,8,Q3,East,Sports,Yoga Mat,SP_017,Online,20,44.57,891.31,0.391,348.5
2022-08-14,2022,8,Q3,North,Food & Beverage,Energy Bars,SP_023,Online,3,25.73,77.19,0.398,30.72
2022-08-14,2022,8,Q3,West,Home & Garden,Air Purifier,SP_006,Direct Sales,12,112.77,1353.18,0.452,611.64
2022-08-14,2022,8,Q3,North,Sports,Dumbbell Set,SP_015,Partner,17,58.1,987.77,0.281,277.56
2022-08-14,2022,8,Q3,North,Clothing,Denim Jeans,SP_008,Retail Store,12,62.0,743.98,0.445,331.07
2022-08-14,2022,8,Q3,Central,Food & Beverage,Coffee Blend,SP_021,Online,19,29.15,553.79,0.312,172.78
2022-08-14,2022,8,Q3,Central,Home & Garden,Air Purifier,SP_030,Retail Store,12,136.19,1634.26,0.49,800.79
2022-08-14,2022,8,Q3,West,Clothing,Winter Jacket,SP_029,Direct Sales,4,61.6,246.41,0.398,98.07
2022-08-14,2022,8,Q3,North,Home & Garden,Coffee Maker,SP_024,Online,3,128.52,385.57,0.305,117.6
2022-08-14,2022,8,Q3,Central,Clothing,Running Shoes,SP_020,Partner,20,83.76,1675.18,0.245,410.42
2022-08-15,2022,8,Q3,East,Electronics,Laptop Pro,SP_020,Online,19,432.09,8209.7,0.294,2413.65
2022-08-15,2022,8,Q3,West,Clothing,T-Shirt Pack,SP_013,Direct Sales,13,54.2,704.54,0.339,238.84
2022-08-15,2022,8,Q3,West,Food & Beverage,Energy Bars,SP_021,Retail Store,18,28.79,518.24,0.431,223.36
2022-08-15,2022,8,Q3,North,Home & Garden,Air Purifier,SP_025,Retail Store,16,152.83,2445.31,0.271,662.68
2022-08-15,2022,8,Q3,East,Electronics,Wireless Earbuds,SP_018,Direct Sales,4,577.61,2310.44,0.424,979.63
2022-08-16,2022,8,Q3,West,Sports,Swim Goggles,SP_014,Partner,13,48.04,624.57,0.255,159.27
2022-08-16,2022,8,Q3,South,Clothing,Denim Jeans,SP_020,Retail Store,21,78.96,1658.2,0.238,394.65
2022-08-16,2022,8,Q3,Central,Food & Beverage,Protein Powder,SP_026,Direct Sales,4,27.62,110.47,0.438,48.39
2022-08-17,2022,8,Q3,East,Food & Beverage,Organic Tea,SP_030,Partner,4,38.4,153.61,0.285,43.78
2022-08-17,2022,8,Q3,North,Electronics,Wireless Earbuds,SP_014,Retail Store,16,506.76,8108.21,0.399,3235.18
2022-08-18,2022,8,Q3,South,Food & Beverage,Organic Tea,SP_019,Retail Store,10,38.77,387.72,0.195,75.61
2022-08-18,2022,8,Q3,East,Electronics,Smart Watch,SP_030,Online,20,490.17,9803.49,0.448,4391.96
2022-08-18,2022,8,Q3,North,Home & Garden,Garden Kit,SP_020,Partner,16,125.63,2010.0,0.532,1069.32
2022-08-18,2022,8,Q3,East,Electronics,Smart Watch,SP_020,Retail Store,13,361.51,4699.61,0.255,1198.4
2022-08-18,2022,8,Q3,South,Food & Beverage,Organic Tea,SP_015,Partner,16,29.9,478.37,0.451,215.74
2022-08-18,2022,8,Q3,West,Home & Garden,Garden Kit,SP_016,Online,3,142.2,426.6,0.275,117.32
2022-08-18,2022,8,Q3,North,Home & Garden,Garden Kit,SP_002,Partner,14,144.93,2028.95,0.161,326.66
2022-08-19,2022,8,Q3,East,Sports,Dumbbell Set,SP_016,Partner,10,51.69,516.9,0.396,204.69
2022-08-19,2022,8,Q3,East,Sports,Bike Helmet,SP_029,Retail Store,1,44.22,44.22,0.48,21.23
2022-08-19,2022,8,Q3,Central,Food & Beverage,Energy Bars,SP_016,Retail Store,17,37.85,643.37,0.538,346.13
2022-08-20,2022,8,Q3,East,Food & Beverage,Organic Tea,SP_010,Retail Store,9,33.83,304.5,0.415,126.37
2022-08-20,2022,8,Q3,East,Clothing,Running Shoes,SP_017,Partner,9,81.31,731.76,0.407,297.83
2022-08-20,2022,8,Q3,West,Clothing,Winter Jacket,SP_008,Partner,9,81.15,730.33,0.521,380.5
2022-08-21,2022,8,Q3,Central,Electronics,Laptop Pro,SP_024,Retail Store,10,389.86,3898.63,0.328,1278.75
2022-08-21,2022,8,Q3,Central,Clothing,Winter Jacket,SP_021,Direct Sales,11,59.18,651.03,0.307,199.87
2022-08-21,2022,8,Q3,West,Electronics,Laptop Pro,SP_002,Online,20,499.87,9997.5,0.205,2049.49
2022-08-21,2022,8,Q3,Central,Electronics,Tablet,SP_017,Online,10,527.86,5278.55,0.325,1715.53
2022-08-22,2022,8,Q3,East,Sports,Yoga Mat,SP_019,Direct Sales,19,64.37,1223.11,0.449,549.18
2022-08-22,2022,8,Q3,East,Sports,Dumbbell Set,SP_015,Direct Sales,20,45.91,918.1,0.524,481.08
2022-08-22,2022,8,Q3,East,Home & Garden,Robot Vacuum,SP_030,Direct Sales,3,123.82,371.47,0.315,117.01
2022-08-23,2022,8,Q3,North,Home & Garden,Air Purifier,SP_016,Online,14,102.3,1432.27,0.161,230.6
2022-08-23,2022,8,Q3,East,Food & Beverage,Protein Powder,SP_025,Partner,3,33.69,101.07,0.248,25.07
2022-08-23,2022,8,Q3,Central,Electronics,Laptop Pro,SP_005,Retail Store,5,437.66,2188.31,0.415,908.15
2022-08-23,2022,8,Q3,Central,Electronics,Laptop Pro,SP_017,Online,18,386.62,6959.11,0.393,2734.93
2022-08-23,2022,8,Q3,East,Food & Beverage,Protein Powder,SP_007,Retail Store,2,37.23,74.46,0.475,35.37
2022-08-23,2022,8,Q3,East,Electronics,Wireless Earbuds,SP_005,Retail Store,2,425.92,851.85,0.163,138.85
2022-08-23,2022,8,Q3,Central,Electronics,Wireless Earbuds,SP_019,Partner,16,410.23,6563.73,0.343,2251.36
2022-08-24,2022,8,Q3,Central,Food & Beverage,Protein Powder,SP_025,Online,2,28.22,56.44,0.267,15.07
2022-08-24,2022,8,Q3,North,Sports,Yoga Mat,SP_018,Retail Store,5,55.81,279.07,0.47,131.16
2022-08-24,2022,8,Q3,East,Home & Garden,Garden Kit,SP_009,Online,20,150.91,3018.29,0.229,691.19
2022-08-25,2022,8,Q3,North,Food & Beverage,Organic Tea,SP_025,Partner,8,30.06,240.52,0.331,79.61
2022-08-25,2022,8,Q3,Central,Clothing,Denim Jeans,SP_028,Retail Store,18,72.91,1312.33,0.518,679.79
2022-08-25,2022,8,Q3,Central,Home & Garden,Garden Kit,SP_015,Direct Sales,19,123.38,2344.3,0.295,691.57
2022-08-26,2022,8,Q3,Central,Clothing,T-Shirt Pack,SP_008,Retail Store,5,81.28,406.42,0.418,169.88
2022-08-26,2022,8,Q3,Central,Electronics,Wireless Earbuds,SP_010,Partner,10,388.6,3885.99,0.52,2020.71
2022-08-26,2022,8,Q3,North,Home & Garden,Robot Vacuum,SP_017,Partner,1,105.71,105.71,0.187,19.77
2022-08-26,2022,8,Q3,North,Food & Beverage,Protein Powder,SP_026,Direct Sales,12,32.84,394.08,0.313,123.35
2022-08-27,2022,8,Q3,North,Clothing,Running Shoes,SP_002,Direct Sales,4,70.2,280.81,0.365,102.5
2022-08-27,2022,8,Q3,East,Electronics,Laptop Pro,SP_006,Direct Sales,13,383.06,4979.8,0.201,1000.94
2022-08-27,2022,8,Q3,East,Home & Garden,Robot Vacuum,SP_020,Direct Sales,3,103.03,309.09,0.178,55.02
2022-08-27,2022,8,Q3,North,Home & Garden,Air Purifier,SP_022,Direct Sales,17,96.25,1636.3,0.455,744.52
2022-08-28,2022,8,Q3,North,Clothing,Winter Jacket,SP_021,Partner,11,55.49,610.35,0.31,189.21
2022-08-28,2022,8,Q3,West,Clothing,Winter Jacket,SP_015,Retail Store,6,79.77,478.63,0.502,240.27
2022-08-28,2022,8,Q3,Central,Food & Beverage,Organic Tea,SP_024,Partner,12,25.98,311.77,0.355,110.68
2022-08-28,2022,8,Q3,Central,Electronics,Laptop Pro,SP_023,Online,14,439.81,6157.38,0.356,2192.03
2022-08-28,2022,8,Q3,East,Sports,Bike Helmet,SP_018,Retail Store,12,59.27,711.25,0.358,254.63
2022-08-29,2022,8,Q3,East,Clothing,Running Shoes,SP_009,Partner,17,83.51,1419.61,0.487,691.35
2022-08-29,2022,8,Q3,Central,Home & Garden,Garden Kit,SP_006,Retail Store,17,101.5,1725.56,0.542,935.25
2022-08-30,2022,8,Q3,North,Sports,Swim Goggles,SP_029,Partner,8,58.28,466.27,0.404,188.37
2022-08-30,2022,8,Q3,Central,Home & Garden,Robot Vacuum,SP_013,Online,1,96.21,96.21,0.263,25.3
2022-08-30,2022,8,Q3,North,Electronics,Wireless Earbuds,SP_020,Direct Sales,1,571.17,571.17,0.179,102.24
2022-08-30,2022,8,Q3,North,Food & Beverage,Organic Tea,SP_027,Direct Sales,21,30.35,637.27,0.182,115.98
2022-08-30,2022,8,Q3,East,Clothing,T-Shirt Pack,SP_030,Partner,2,64.03,128.07,0.347,44.44
2022-08-30,2022,8,Q3,South,Clothing,Winter Jacket,SP_021,Direct Sales,16,74.32,1189.16,0.524,623.12
2022-08-30,2022,8,Q3,East,Sports,Bike Helmet,SP_027,Partner,8,61.16,489.26,0.499,244.14
2022-08-31,2022,8,Q3,Central,Food & Beverage,Organic Tea,SP_007,Direct Sales,17,26.47,450.05,0.294,132.31
2022-08-31,2022,8,Q3,West,Sports,Bike Helmet,SP_017,Online,1,61.73,61.73,0.475,29.32
2022-08-31,2022,8,Q3,Central,Home & Garden,Air Purifier,SP_004,Partner,14,145.13,2031.88,0.225,457.17
2022-08-31,2022,8,Q3,East,Clothing,Running Shoes,SP_011,Direct Sales,21,64.06,1345.16,0.434,583.8
2022-09-01,2022,9,Q3,West,Home & Garden,Air Purifier,SP_008,Retail Store,19,143.18,2720.44,0.501,1362.94
2022-09-01,2022,9,Q3,North,Food & Beverage,Protein Powder,SP_025,Partner,7,36.15,253.02,0.28,70.85
2022-09-01,2022,9,Q3,West,Home & Garden,Robot Vacuum,SP_020,Direct Sales,12,126.01,1512.15,0.52,786.32
2022-09-01,2022,9,Q3,Central,Electronics,Smart Watch,SP_023,Retail Store,8,432.99,3463.93,0.469,1624.58
2022-09-01,2022,9,Q3,South,Electronics,Smart Watch,SP_015,Online,6,436.02,2616.11,0.474,1240.04
2022-09-01,2022,9,Q3,West,Clothing,T-Shirt Pack,SP_018,Partner,15,63.85,957.73,0.4,383.09
2022-09-01,2022,9,Q3,West,Clothing,T-Shirt Pack,SP_008,Online,3,75.7,227.1,0.407,92.43
2022-09-02,2022,9,Q3,West,Sports,Bike Helmet,SP_006,Direct Sales,10,58.64,586.43,0.278,163.03
2022-09-02,2022,9,Q3,East,Home & Garden,Coffee Maker,SP_011,Partner,3,124.68,374.03,0.201,75.18
2022-09-02,2022,9,Q3,East,Electronics,Laptop Pro,SP_028,Retail Store,14,399.25,5589.56,0.383,2140.8
2022-09-03,2022,9,Q3,East,Food & Beverage,Coffee Blend,SP_013,Online,15,34.67,520.06,0.163,84.77
2022-09-03,2022,9,Q3,North,Home & Garden,Coffee Maker,SP_005,Online,16,151.54,2424.66,0.231,560.1
2022-09-03,2022,9,Q3,Central,Electronics,Smart Watch,SP_016,Partner,3,496.31,1488.92,0.389,579.19
2022-09-03,2022,9,Q3,South,Clothing,Denim Jeans,SP_022,Online,5,58.28,291.39,0.298,86.83
2022-09-03,2022,9,Q3,North,Sports,Bike Helmet,SP_012,Retail Store,11,64.9,713.86,0.248,177.04
2022-09-03,2022,9,Q3,North,Sports,Dumbbell Set,SP_018,Online,8,49.95,399.59,0.511,204.19
2022-09-04,2022,9,Q3,South,Home & Garden,Robot Vacuum,SP_021,Retail Store,16,102.68,1642.93,0.381,625.96
2022-09-04,2022,9,Q3,North,Food & Beverage,Energy Bars,SP_016,Direct Sales,6,26.31,157.88,0.438,69.15
2022-09-04,2022,9,Q3,East,Electronics,Wireless Earbuds,SP_001,Partner,6,456.04,2736.22,0.361,987.78
2022-09-04,2022,9,Q3,South,Food & Beverage,Organic Tea,SP_030,Online,18,38.78,697.96,0.469,327.34
2022-09-05,2022,9,Q3,West,Food & Beverage,Coffee Blend,SP_010,Retail Store,15,32.11,481.61,0.223,107.4
2022-09-05,2022,9,Q3,East,Food & Beverage,Organic Tea,SP_015,Retail Store,17,29.72,505.26,0.399,201.6
2022-09-06,2022,9,Q3,North,Clothing,T-Shirt Pack,SP_024,Partner,4,82.59,330.36,0.505,166.83
2022-09-06,2022,9,Q3,Central,Electronics,Smart Watch,SP_022,Retail Store,7,573.44,4014.05,0.168,674.36
2022-09-07,2022,9,Q3,South,Electronics,Wireless Earbuds,SP_019,Partner,8,532.72,4261.79,0.361,1538.51
2022-09-07,2022,9,Q3,South,Clothing,Denim Jeans,SP_028,Direct Sales,18,58.51,1053.09,0.504,530.76
2022-09-07,2022,9,Q3,North,Electronics,Laptop Pro,SP_007,Partner,7,522.98,3660.85,0.287,1050.66
2022-09-07,2022,9,Q3,Central,Electronics,Tablet,SP_009,Direct Sales,13,530.57,6897.41,0.292,2014.04
2022-09-07,2022,9,Q3,South,Sports,Bike Helmet,SP_003,Online,16,53.7,859.14,0.2,171.83
2022-09-07,2022,9,Q3,East,Food & Beverage,Energy Bars,SP_003,Online,7,34.72,243.04,0.213,51.77
2022-09-07,2022,9,Q3,East,Sports,Yoga Mat,SP_016,Direct Sales,2,54.93,109.87,0.526,57.79
